Contig	COG	Name	Start	End
PROKKA_04805	COG1349	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	1	168
PROKKA_04806	COG1063	Threonine dehydrogenase or related Zn-dependent dehydrogenase	46	205
PROKKA_04807	COG3711	Transcriptional antiterminator	4	416
PROKKA_04808	COG2213	Phosphotransferase system, mannitol-specific IIBC component	1	369
PROKKA_04809	COG1925	Phosphotransferase system, HPr and related phosphotransfer proteins	1	80
PROKKA_04813	COG3727	G:T-mismatch repair DNA endonuclease, very short patch repair protein	9	139
PROKKA_04815	COG3066	DNA mismatch repair protein MutH	8	218
PROKKA_04816	COG0270	Site-specific DNA-cytosine methylase	6	415
PROKKA_04817	COG0270	Site-specific DNA-cytosine methylase	1	197
PROKKA_04817	COG0270	Site-specific DNA-cytosine methylase	342	402
PROKKA_04818	COG1396	Transcriptional regulator, contains XRE-family HTH domain	14	115
PROKKA_04819	COG0358	DNA primase (bacterial type)	2	86
PROKKA_04820	COG3378	Phage- or plasmid-associated DNA primase	35	426
PROKKA_04825	COG1760	L-serine deaminase	1	101
PROKKA_04826	COG1760	L-serine deaminase	3	120
PROKKA_04827	COG1760	L-serine deaminase	1	194
PROKKA_04828	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	1	400
PROKKA_04829	COG0730	Uncharacterized membrane protein YfcA	29	239
PROKKA_04830	COG1846	DNA-binding transcriptional regulator, MarR family	25	129
PROKKA_04831	COG0370	Fe2+ transport system protein B	1	153
PROKKA_04832	COG0370	Fe2+ transport system protein B	113	578
PROKKA_04833	COG1087	UDP-glucose 4-epimerase	1	337
PROKKA_04834	COG2017	Galactose mutarotase or related enzyme	7	348
PROKKA_04835	COG0841	Multidrug efflux pump subunit AcrB	436	1277
PROKKA_04835	COG0841	Multidrug efflux pump subunit AcrB	1	164
PROKKA_04835	COG0841	Multidrug efflux pump subunit AcrB	898	1277
PROKKA_04836	COG1774	Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)	1	248
PROKKA_04836	COG1774	Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)	30	156
PROKKA_04838	COG4123	tRNA1(Val) A37 N6-methylase TrmN6	6	210
PROKKA_04839	COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI	1	220
PROKKA_04840	COG0622	Predicted phosphodiesterase	3	156
PROKKA_04841	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	9	247
PROKKA_04842	COG1686	D-alanyl-D-alanine carboxypeptidase	42	377
PROKKA_04843	COG0663	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	1	170
PROKKA_04844	COG2812	DNA polymerase III, gamma/tau subunits	137	185
PROKKA_04847	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	67	521
PROKKA_04849	COG4679	Phage-related protein	8	118
PROKKA_04850	COG3620	Predicted transcriptional regulator with C-terminal CBS domains	38	77
PROKKA_04851	COG0674	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	5	385
PROKKA_04852	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	43	179
PROKKA_04853	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	2	218
PROKKA_04854	COG1802	DNA-binding transcriptional regulator, GntR family	7	169
PROKKA_04855	COG1971	Putative Mn2+ efflux pump MntP	8	135
PROKKA_04856	COG0188	DNA gyrase/topoisomerase IV, subunit A	18	816
PROKKA_04857	COG0187	DNA gyrase/topoisomerase IV, subunit B	10	80
PROKKA_04858	COG0187	DNA gyrase/topoisomerase IV, subunit B	1	487
PROKKA_04859	COG0187	DNA gyrase/topoisomerase IV, subunit B	22	66
PROKKA_04861	COG1195	Recombinational DNA repair ATPase RecF	1	258
PROKKA_04862	COG1195	Recombinational DNA repair ATPase RecF	1	76
PROKKA_04863	COG2501	Ribosome-associated protein YbcJ, S4-like RNA binding protein	1	71
PROKKA_04864	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	3	364
PROKKA_04865	COG0593	Chromosomal replication initiation ATPase DnaA	2	152
PROKKA_04866	COG0593	Chromosomal replication initiation ATPase DnaA	16	279
PROKKA_04867	COG0230	Ribosomal protein L34	1	44
PROKKA_04868	COG0594	RNase P protein component	6	107
PROKKA_04869	COG0759	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ	5	72
PROKKA_04870	COG0706	Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins	1	279
PROKKA_04871	COG1847	Predicted RNA-binding protein Jag, conains KH and R3H domains	135	274
PROKKA_04872	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	20	456
PROKKA_04873	COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	35	624
PROKKA_04874	COG0357	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	4	205
PROKKA_04875	COG1475	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	14	208
PROKKA_04876	COG1192	Cellulose biosynthesis protein BcsQ	17	266
PROKKA_04877	COG1475	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	29	276
PROKKA_04878	COG0172	Seryl-tRNA synthetase	1	435
PROKKA_04881	COG0546	Phosphoglycolate phosphatase, HAD superfamily	1	218
PROKKA_04884	COG0569	Trk K+ transport system, NAD-binding component	1	214
PROKKA_04885	COG0569	Trk K+ transport system, NAD-binding component	1	137
PROKKA_04886	COG1968	Undecaprenyl pyrophosphate phosphatase UppP	1	249
PROKKA_04887	COG0038	H+/Cl- antiporter ClcA	2	385
PROKKA_04892	COG4286	Uncharacterized protein, UPF0160 family	7	231
PROKKA_04893	COG2827	Predicted endonuclease, GIY-YIG superfamily	5	82
PROKKA_04895	COG0078	Ornithine carbamoyltransferase	1	301
PROKKA_04896	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	1	388
PROKKA_04897	COG0548	Acetylglutamate kinase	21	279
PROKKA_04898	COG1364	N-acetylglutamate synthase (N-acetylornithine aminotransferase)	4	409
PROKKA_04899	COG0002	N-acetyl-gamma-glutamylphosphate reductase	1	313
PROKKA_04900	COG0165	Argininosuccinate lyase	1	463
PROKKA_04901	COG0137	Argininosuccinate synthase	7	401
PROKKA_04902	COG3641	Uncharacterized membrane protein (does not regulate perfringolysin O expression)	6	355
PROKKA_04904	COG3757	Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family	86	279
PROKKA_04906	COG1925	Phosphotransferase system, HPr and related phosphotransfer proteins	1	65
PROKKA_04907	COG1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	6	540
PROKKA_04908	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	1	160
PROKKA_04909	COG5660	Predicted anti-sigma-YlaC factor YlaD, contains Zn-finger domain	3	39
PROKKA_04913	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	319	419
PROKKA_04916	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	7	340
PROKKA_04917	COG0017	Aspartyl/asparaginyl-tRNA synthetase	1	60
PROKKA_04918	COG0017	Aspartyl/asparaginyl-tRNA synthetase	16	329
PROKKA_04923	COG0268	Ribosomal protein S20	1	86
PROKKA_04928	COG1876	LD-carboxypeptidase LdcB, LAS superfamily	76	255
PROKKA_04930	COG1696	D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily	2	401
PROKKA_04934	COG3668	Plasmid stabilization system protein ParE	4	103
PROKKA_04936	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	5	389
PROKKA_04937	COG0443	Molecular chaperone DnaK (HSP70)	1	573
PROKKA_04938	COG0576	Molecular chaperone GrpE (heat shock protein)	56	205
PROKKA_04939	COG1420	Transcriptional regulator of heat shock response	1	339
PROKKA_04942	COG2002	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module	1	58
PROKKA_04943	COG2081	Predicted flavoprotein YhiN	28	404
PROKKA_04945	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	12	388
PROKKA_04948	COG1115	Na+/alanine symporter	3	468
PROKKA_04949	COG0534	Na+-driven multidrug efflux pump	16	447
PROKKA_04950	COG0657	Acetyl esterase/lipase	165	254
PROKKA_04952	COG0513	Superfamily II DNA and RNA helicase	1	375
PROKKA_04953	COG4198	Uncharacterized conserved protein, DUF1015 family	51	410
PROKKA_04955	COG4657	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfA subunit	19	198
PROKKA_04957	COG4658	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit	15	324
PROKKA_04958	COG0036	Pentose-5-phosphate-3-epimerase	1	157
PROKKA_04959	COG0642	Signal transduction histidine kinase	1	138
PROKKA_04960	COG0642	Signal transduction histidine kinase	168	323
PROKKA_04961	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	5	229
PROKKA_04965	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	1	395
PROKKA_04966	COG0775	Nucleoside phosphorylase	1	227
PROKKA_04967	COG2217	Cation transport ATPase	2	136
PROKKA_04968	COG2217	Cation transport ATPase	1	101
PROKKA_04969	COG2217	Cation transport ATPase	32	240
PROKKA_04970	COG2217	Cation transport ATPase	1	64
PROKKA_04971	COG0640	DNA-binding transcriptional regulator, ArsR family	16	111
PROKKA_04973	COG5496	Predicted thioesterase	3	112
PROKKA_04975	COG1757	Na+/H+ antiporter NhaC	41	512
PROKKA_04977	COG2510	Uncharacterized membrane protein	2	137
PROKKA_04978	COG0040	ATP phosphoribosyltransferase	320	528
PROKKA_04979	COG0141	Histidinol dehydrogenase	7	171
PROKKA_04980	COG0141	Histidinol dehydrogenase	1	238
PROKKA_04981	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	5	85
PROKKA_04982	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	3	237
PROKKA_04983	COG0131	Imidazoleglycerol phosphate dehydratase HisB	1	183
PROKKA_04984	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	1	239
PROKKA_04985	COG0107	Imidazole glycerol phosphate synthase subunit HisF	1	251
PROKKA_04986	COG0139	Phosphoribosyl-AMP cyclohydrolase	1	102
PROKKA_04987	COG1387	Histidinol phosphatase or related hydrolase of the PHP family	10	248
PROKKA_04988	COG0534	Na+-driven multidrug efflux pump	20	448
PROKKA_04988	COG0534	Na+-driven multidrug efflux pump	11	228
PROKKA_04990	COG3589	Uncharacterized protein	5	106
PROKKA_04991	COG3589	Uncharacterized protein	2	223
PROKKA_04992	COG1263	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	108	472
PROKKA_04993	COG2103	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	5	300
PROKKA_04994	COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	32	305
PROKKA_04995	COG0530	Ca2+/Na+ antiporter	20	322
PROKKA_04995	COG0530	Ca2+/Na+ antiporter	20	147
PROKKA_04997	COG0471	Di- and tricarboxylate transporter	44	425
PROKKA_04998	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	1	185
PROKKA_04999	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	1	58
PROKKA_05000	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	1	61
PROKKA_05001	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	2	297
PROKKA_05002	COG1454	Alcohol dehydrogenase, class IV	7	388
PROKKA_05003	COG4692	Predicted neuraminidase (sialidase)	22	362
PROKKA_05004	COG3395	Uncharacterized conserved protein YgbK, DUF1537 family	3	411
PROKKA_05005	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	322	595
PROKKA_05009	COG1396	Transcriptional regulator, contains XRE-family HTH domain	13	114
PROKKA_05010	COG0358	DNA primase (bacterial type)	7	86
PROKKA_05015	COG1961	Site-specific DNA recombinase related to the DNA invertase Pin	1	202
PROKKA_05019	COG1353	CRISPR/Cas system-associated protein Cas10, large subunit of type III CRISPR-Cas systems, contains HD superfamily nuclease domain	2	395
PROKKA_05021	COG1337	CRISPR/Cas system CSM-associated protein Csm3, group 7 of RAMP superfamily	2	199
PROKKA_05022	COG1567	CRISPR/Cas system CSM-associated protein Csm4, group 5 of RAMP superfamily	1	317
PROKKA_05023	COG1332	CRISPR/Cas system CSM-associated protein Csm5, group 7 of RAMP superfamily	10	324
PROKKA_05029	COG3505	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase	34	405
PROKKA_05030	COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	296	356
PROKKA_05039	COG1961	Site-specific DNA recombinase related to the DNA invertase Pin	9	201
PROKKA_05044	COG0072	Phenylalanyl-tRNA synthetase beta subunit	150	803
PROKKA_05045	COG0016	Phenylalanyl-tRNA synthetase alpha subunit	1	337
PROKKA_05049	COG1281	Redox-regulated molecular chaperone, HSP33 family	2	237
PROKKA_05050	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	3	145
PROKKA_05051	COG0218	GTP-binding protein EngB required for normal cell division	1	183
PROKKA_05052	COG0466	ATP-dependent Lon protease, bacterial type	16	774
PROKKA_05055	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	1	529
PROKKA_05056	COG1011	FMN phosphatase YigB, HAD superfamily	7	228
PROKKA_05060	COG0546	Phosphoglycolate phosphatase, HAD superfamily	1	52
PROKKA_05061	COG0546	Phosphoglycolate phosphatase, HAD superfamily	3	152
PROKKA_05063	COG4496	Uncharacterized protein YerC	8	95
PROKKA_05064	COG1966	Carbon starvation protein CstA	1	512
PROKKA_05066	COG1883	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit	5	383
PROKKA_05068	COG1077	Actin-like ATPase involved in cell morphogenesis	19	331
PROKKA_05069	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	83	772
PROKKA_05071	COG0679	Predicted permease	5	285
PROKKA_05077	COG0543	NAD(P)H-flavin reductase	1	250
PROKKA_05078	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	20	429
PROKKA_05079	COG0517	CBS domain	10	125
PROKKA_05080	COG1302	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	1	103
PROKKA_05081	COG1461	Predicted kinase related to dihydroxyacetone kinase	2	194
PROKKA_05082	COG1461	Predicted kinase related to dihydroxyacetone kinase	1	334
PROKKA_05083	COG2176	DNA polymerase III, alpha subunit (gram-positive type)	127	1429
PROKKA_05084	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE	1	345
PROKKA_05085	COG0750	Membrane-associated protease RseP, regulator of RpoE activity	3	366
PROKKA_05086	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	3	381
PROKKA_05087	COG0575	CDP-diglyceride synthetase	1	273
PROKKA_05088	COG0020	Undecaprenyl pyrophosphate synthase	13	236
PROKKA_05089	COG0233	Ribosome recycling factor	6	184
PROKKA_05090	COG0528	Uridylate kinase	1	233
PROKKA_05093	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	15	117
PROKKA_05095	COG1186	Protein chain release factor B	1	217
PROKKA_05096	COG0216	Protein chain release factor A	27	119
PROKKA_05098	COG1210	UTP-glucose-1-phosphate uridylyltransferase	1	291
PROKKA_05099	COG0475	Kef-type K+ transport system, membrane component KefB	1	396
PROKKA_05100	COG0360	Ribosomal protein S6	2	90
PROKKA_05101	COG0629	Single-stranded DNA-binding protein	1	117
PROKKA_05102	COG0238	Ribosomal protein S18	8	80
PROKKA_05104	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	26	249
PROKKA_05105	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	1	63
PROKKA_05108	COG1175	ABC-type sugar transport system, permease component	11	245
PROKKA_05109	COG0395	ABC-type glycerol-3-phosphate transport system, permease component	1	279
PROKKA_05110	COG1640	4-alpha-glucanotransferase	1	306
PROKKA_05111	COG1640	4-alpha-glucanotransferase	10	167
PROKKA_05114	COG0153	Galactokinase	1	364
PROKKA_05115	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	158	271
PROKKA_05116	COG2265	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family	5	449
PROKKA_05120	COG1136	ABC-type lipoprotein export system, ATPase component	4	228
PROKKA_05121	COG0642	Signal transduction histidine kinase	53	326
PROKKA_05122	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	4	221
PROKKA_05124	COG1191	DNA-directed RNA polymerase specialized sigma subunit	1	103
PROKKA_05125	COG1396	Transcriptional regulator, contains XRE-family HTH domain	12	94
PROKKA_05127	COG0358	DNA primase (bacterial type)	23	100
PROKKA_05128	COG3378	Phage- or plasmid-associated DNA primase	84	403
PROKKA_05130	COG3943	Uncharacterized conserved protein	1	317
PROKKA_05131	COG1961	Site-specific DNA recombinase related to the DNA invertase Pin	6	172
PROKKA_05133	COG3345	Alpha-galactosidase	1	88
PROKKA_05135	COG2211	Na+/melibiose symporter or related transporter	1	454
PROKKA_05136	COG3250	Beta-galactosidase/beta-glucuronidase	56	531
PROKKA_05137	COG1309	DNA-binding transcriptional regulator, AcrR family	13	185
PROKKA_05139	COG0557	Exoribonuclease R	1	257
PROKKA_05140	COG0557	Exoribonuclease R	1	431
PROKKA_05142	COG0768	Cell division protein FtsI/penicillin-binding protein 2	40	523
PROKKA_05143	COG4974	Site-specific recombinase XerD	68	337
PROKKA_05145	COG5545	Predicted P-loop ATPase and inactivated derivatives	7	250
PROKKA_05146	COG5545	Predicted P-loop ATPase and inactivated derivatives	33	120
PROKKA_05149	COG1479	Uncharacterized conserved protein, contains ParB-like and HNH nuclease domains	19	281
PROKKA_05153	COG1396	Transcriptional regulator, contains XRE-family HTH domain	1	94
PROKKA_05154	COG1598	Predicted nuclease of the RNAse H fold, HicB family	6	51
PROKKA_05157	COG0459	Chaperonin GroEL (HSP60 family)	1	39
PROKKA_05158	COG0459	Chaperonin GroEL (HSP60 family)	6	312
PROKKA_05159	COG0459	Chaperonin GroEL (HSP60 family)	1	127
PROKKA_05160	COG0234	Co-chaperonin GroES (HSP10)	1	95
PROKKA_05161	COG4974	Site-specific recombinase XerD	106	368
PROKKA_05163	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	1	265
PROKKA_05176	COG0602	Organic radical activating enzyme	1	181
PROKKA_05184	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	137	243
PROKKA_05186	COG1328	Anaerobic ribonucleoside-triphosphate reductase	1	236
PROKKA_05187	COG1328	Anaerobic ribonucleoside-triphosphate reductase	4	476
PROKKA_05189	COG1704	Uncharacterized conserved protein	24	160
PROKKA_05191	COG1351	Thymidylate synthase ThyX	20	195
PROKKA_05198	COG1793	ATP-dependent DNA ligase	183	437
PROKKA_05200	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	61	509
